year,day,species,location,c1,c2,c3,festival
2023,3,Oriental Magpie-Robin,Pamohi,,,,during 
2023,3,Siberian Rubythroat,Pamohi,,,,during 
2023,3,Taiga Flycatcher,Pamohi,,,,during 
2023,3,Siberian Stonechat,Pamohi,,,2,during 
2023,3,Baya Weaver,Pamohi,,,,during 
2023,3,Scaly-breasted Munia,Pamohi,,,8,during 
2023,3,House Sparrow,Pamohi,,,,during 
2023,3,Eurasian Tree Sparrow,Pamohi,,,,during 
2023,3,Citrine Wagtail,Pamohi,,,56,during 
2023,3,White Wagtail,Pamohi,,,1,during 
2023,3,Richard's Pipit,Pamohi,,,1,during 
2023,3,Paddyfield Pipit,Pamohi,,,1,during 
2023,3,Rosy Pipit,Pamohi,,,51,during 
2023,3,Fulvous Whistling-Duck,Watch Tower,,,200,during 
2023,3,Lesser Whistling-Duck,Watch Tower,,,500,during 
2023,3,Graylag Goose,Watch Tower,,,,during 
2023,3,Ruddy Shelduck,Watch Tower,,,,during 
2023,3,Cotton Pygmy-Goose,Watch Tower,,,,during 
2023,3,Baikal Teal,Watch Tower,,,,during 
2023,3,Garganey,Watch Tower,,,9,during 
2023,3,Northern Shoveler,Watch Tower,,,,during 
2023,3,Gadwall,Watch Tower,,,500,during 
2023,3,Gadwall x Falcated Duck (hybrid),Watch Tower,,,,during 
2023,3,Eurasian Wigeon,Watch Tower,,,25,during 
2023,3,Mallard,Watch Tower,,,,during 
2023,3,Northern Pintail,Watch Tower,,,200,during 
2023,3,Green-winged Teal,Watch Tower,,,1,during 
2023,3,Red-crested Pochard,Watch Tower,,,,during 
2023,3,Common Pochard,Watch Tower,,,1000,during 
2023,3,Ferruginous Duck,Watch Tower,,,200,during 
2023,3,Tufted Duck,Watch Tower,,,53,during 
2023,3,duck sp.,Watch Tower,,,,during 
2023,3,Little Grebe,Watch Tower,,,24,during 
2023,3,Great Crested Grebe,Watch Tower,,,2,during 
2023,3,Spotted Dove,Watch Tower,,,,during 
2023,3,Yellow-footed Green-Pigeon,Watch Tower,,,,during 
2023,3,Asian Koel,Watch Tower,,,,during 
2023,3,Plaintive Cuckoo,Watch Tower,,,,during 
2023,3,Asian Palm Swift,Watch Tower,,,,during 
2023,3,Eurasian Coot,Watch Tower,,,,during 
2023,3,Gray-headed Swamphen,Watch Tower,,,2,during 
2023,3,White-breasted Waterhen,Watch Tower,,,,during 
2023,3,Black-winged Stilt,Watch Tower,,,100,during 
2023,3,Northern Lapwing,Watch Tower,,,,during 
2023,3,Gray-headed Lapwing,Watch Tower,,,57,during 
2023,3,Red-wattled Lapwing,Watch Tower,,,,during 
2023,3,Little Ringed Plover,Watch Tower,,,,during 
2023,3,Pheasant-tailed Jacana,Watch Tower,,,,during 
2023,3,Bronze-winged Jacana,Watch Tower,,,,during 
2023,3,Ruff,Watch Tower,,,,during 
2023,3,Temminck's Stint,Watch Tower,,,22,during 
2023,3,Little Stint,Watch Tower,,,6,during 
2023,3,Common Snipe,Watch Tower,,,6,during 
2023,3,Common Sandpiper,Watch Tower,,,,during 
2023,3,Green Sandpiper,Watch Tower,,,16,during 
2023,3,Common Greenshank,Watch Tower,,,,during 
2023,3,Wood Sandpiper,Watch Tower,,,,during 
2023,3,lapwing sp.,Watch Tower,,,,during 
2023,3,Brown-headed Gull,Watch Tower,,,18,during 
2023,3,Asian Openbill,Watch Tower,,,4,during 
2023,3,Lesser Adjutant,Watch Tower,,,,during 
2023,3,Greater Adjutant,Watch Tower,,,,during 
2023,3,Oriental Darter,Watch Tower,,,,during 
2023,3,Little Cormorant,Watch Tower,,,,during 
2023,3,Great Cormorant,Watch Tower,,,,during 
2023,3,Yellow Bittern,Watch Tower,,,,during 
2023,3,Cinnamon Bittern,Watch Tower,,,,during 
2023,3,Gray Heron,Watch Tower,,,,during 
2023,3,Purple Heron,Watch Tower,,,,during 
2023,3,Great Egret,Watch Tower,,,1,during 
2023,3,Medium Egret,Watch Tower,,,,during 
2023,3,Little Egret,Watch Tower,,,,during 
2023,3,Eastern Cattle Egret,Watch Tower,,,36,during 
2023,3,Indian Pond-Heron,Watch Tower,,,17,during 
2023,3,Glossy Ibis,Watch Tower,,,1,during 
2023,3,white egret sp.,Watch Tower,,,,during 
2023,3,Oriental Honey-buzzard,Watch Tower,,,,during 
2023,3,Shikra,Watch Tower,,,,during 
2023,3,Black Kite,Watch Tower,,,500,during 
2023,3,Eurasian Hoopoe,Watch Tower,,,,during 
2023,3,Stork-billed Kingfisher,Watch Tower,,,,during 
2023,3,White-throated Kingfisher,Watch Tower,,,3,during 
2023,3,Pied Kingfisher,Watch Tower,,,,during 
2023,3,Asian Green Bee-eater,Watch Tower,,,,during 
2023,3,Rose-ringed Parakeet,Watch Tower,,,,during 
2023,3,Black-hooded Oriole,Watch Tower,,,,during 
2023,3,Ashy Woodswallow,Watch Tower,,,,during 
2023,3,Black Drongo,Watch Tower,,,,during 
2023,3,Brown Shrike,Watch Tower,,,,during 
2023,3,Long-tailed Shrike,Watch Tower,,,1,during 
2023,3,Gray-backed Shrike,Watch Tower,,,,during 
2023,3,Rufous Treepie,Watch Tower,,,,during 
2023,3,House Crow,Watch Tower,,,67,during 
2023,3,Large-billed Crow,Watch Tower,,,,during 
2023,3,Cinereous Tit,Watch Tower,,,,during 
2023,3,Bengal Bushlark,Watch Tower,,,,during 
2023,3,Common Tailorbird,Watch Tower,,,2,during 
2023,3,Plain Prinia,Watch Tower,,,,during 
2023,3,Zitting Cisticola,Watch Tower,,,,during 
2023,3,Thick-billed Warbler,Watch Tower,,,,during 
2023,3,Blyth's Reed Warbler,Watch Tower,,,,during 
2023,3,Spotted Bush Warbler,Watch Tower,,,,during 
2023,3,Striated Grassbird,Watch Tower,,,2,during 
2023,3,Gray-throated Martin,Watch Tower,,,1,during 
2023,3,Bank Swallow,Watch Tower,,,,during 
2023,3,Pale Martin,Watch Tower,,,,during 
2023,3,Barn Swallow,Watch Tower,,,1000,during 
2023,3,Red-vented Bulbul,Watch Tower,,,8,during 
2023,3,Dusky Warbler,Watch Tower,,,6,during 
2023,3,Indian Pied Starling,Watch Tower,,,26,during 
2023,3,Chestnut-tailed Starling,Watch Tower,,,16,during 
2023,3,Common Myna,Watch Tower,,,11,during 
2023,3,Jungle Myna,Watch Tower,,,18,during 
2023,3,Great Myna,Watch Tower,,,12,during 
2023,3,Black-throated Thrush,Watch Tower,,,,during 
2023,3,Oriental Magpie-Robin,Watch Tower,,,,during 
2023,3,Siberian Rubythroat,Watch Tower,,,,during 
2023,3,Taiga Flycatcher,Watch Tower,,,,during 
2023,3,Siberian Stonechat,Watch Tower,,,1,during 
2023,3,Baya Weaver,Watch Tower,,,,during 
2023,3,Scaly-breasted Munia,Watch Tower,,,,during 
2023,3,House Sparrow,Watch Tower,,,,during 
2023,3,Eurasian Tree Sparrow,Watch Tower,,,,during 
2023,3,Citrine Wagtail,Watch Tower,,,200,during 
2023,3,White Wagtail,Watch Tower,,,7,during 
2023,3,Richard's Pipit,Watch Tower,,,,during 
2023,3,Paddyfield Pipit,Watch Tower,,,12,during 
2023,3,Rosy Pipit,Watch Tower,,,35,during 
2023,3,Fulvous Whistling-Duck,Chakardoi,,,50,during 
2023,3,Lesser Whistling-Duck,Chakardoi,,,500,during 
2023,3,Graylag Goose,Chakardoi,,,60,during 
2023,3,Ruddy Shelduck,Chakardoi,,,,during 
2023,3,Cotton Pygmy-Goose,Chakardoi,,,,during 
2023,3,Baikal Teal,Chakardoi,,,,during 
2023,3,Garganey,Chakardoi,,,,during 
2023,3,Northern Shoveler,Chakardoi,,,,during 
2023,3,Gadwall,Chakardoi,,,,during 
2023,3,Gadwall x Falcated Duck (hybrid),Chakardoi,,,,during 
2023,3,Eurasian Wigeon,Chakardoi,,,,during 
2023,3,Mallard,Chakardoi,,,,during 
2023,3,Northern Pintail,Chakardoi,,,,during 
2023,3,Green-winged Teal,Chakardoi,,,,during 
2023,3,Red-crested Pochard,Chakardoi,,,,during 
2023,3,Common Pochard,Chakardoi,,,500,during 
2023,3,Ferruginous Duck,Chakardoi,,,40,during 
2023,3,Tufted Duck,Chakardoi,,,,during 
2023,3,duck sp.,Chakardoi,,,,during 
2023,3,Little Grebe,Chakardoi,,,,during 
2023,3,Great Crested Grebe,Chakardoi,,,,during 
2023,3,Spotted Dove,Chakardoi,,,,during 
2023,3,Yellow-footed Green-Pigeon,Chakardoi,,,,during 
2023,3,Asian Koel,Chakardoi,,,,during 
2023,3,Plaintive Cuckoo,Chakardoi,,,,during 
2023,3,Asian Palm Swift,Chakardoi,,,30,during 
2023,3,Eurasian Coot,Chakardoi,,,,during 
2023,3,Gray-headed Swamphen,Chakardoi,,,2,during 
2023,3,White-breasted Waterhen,Chakardoi,,,,during 
2023,3,Black-winged Stilt,Chakardoi,,,,during 
2023,3,Northern Lapwing,Chakardoi,,,100,during 
2023,3,Gray-headed Lapwing,Chakardoi,,,,during 
2023,3,Red-wattled Lapwing,Chakardoi,,,,during 
2023,3,Little Ringed Plover,Chakardoi,,,,during 
2023,3,Pheasant-tailed Jacana,Chakardoi,,,,during 
2023,3,Bronze-winged Jacana,Chakardoi,,,,during 
2023,3,Ruff,Chakardoi,,,,during 
2023,3,Temminck's Stint,Chakardoi,,,,during 
2023,3,Little Stint,Chakardoi,,,,during 
2023,3,Common Snipe,Chakardoi,,,,during 
2023,3,Common Sandpiper,Chakardoi,,,,during 
2023,3,Green Sandpiper,Chakardoi,,,,during 
2023,3,Common Greenshank,Chakardoi,,,,during 
2023,3,Wood Sandpiper,Chakardoi,,,,during 
2023,3,lapwing sp.,Chakardoi,,,,during 
2023,3,Brown-headed Gull,Chakardoi,,,,during 
2023,3,Asian Openbill,Chakardoi,,,5,during 
2023,3,Lesser Adjutant,Chakardoi,,,1,during 
2023,3,Greater Adjutant,Chakardoi,,,4,during 
2023,3,Oriental Darter,Chakardoi,,,8,during 
2023,3,Little Cormorant,Chakardoi,,,20,during 
2023,3,Great Cormorant,Chakardoi,,,3,during 
2023,3,Yellow Bittern,Chakardoi,,,,during 
2023,3,Cinnamon Bittern,Chakardoi,,,,during 
2023,3,Gray Heron,Chakardoi,,,,during 
2023,3,Purple Heron,Chakardoi,,,5,during 
2023,3,Great Egret,Chakardoi,,,2,during 
2023,3,Medium Egret,Chakardoi,,,2,during 
2023,3,Little Egret,Chakardoi,,,,during 
2023,3,Eastern Cattle Egret,Chakardoi,,,400,during 
2023,3,Indian Pond-Heron,Chakardoi,,,14,during 
2023,3,Glossy Ibis,Chakardoi,,,5,during 
2023,3,white egret sp.,Chakardoi,,,,during 
2023,3,Oriental Honey-buzzard,Chakardoi,,,,during 
2023,3,Shikra,Chakardoi,,,,during 
2023,3,Black Kite,Chakardoi,,,100,during 
2023,3,Eurasian Hoopoe,Chakardoi,,,,during 
2023,3,Stork-billed Kingfisher,Chakardoi,,,,during 
2023,3,White-throated Kingfisher,Chakardoi,,,6,during 
2023,3,Pied Kingfisher,Chakardoi,,,,during 
2023,3,Asian Green Bee-eater,Chakardoi,,,,during 
2023,3,Rose-ringed Parakeet,Chakardoi,,,,during 
2023,3,Black-hooded Oriole,Chakardoi,,,,during 
2023,3,Ashy Woodswallow,Chakardoi,,,4,during 
2023,3,Black Drongo,Chakardoi,,,2,during 
2023,3,Brown Shrike,Chakardoi,,,2,during 
2023,3,Long-tailed Shrike,Chakardoi,,,1,during 
2023,3,Gray-backed Shrike,Chakardoi,,,,during 
2023,3,Rufous Treepie,Chakardoi,,,,during 
2023,3,House Crow,Chakardoi,,,40,during 
2023,3,Large-billed Crow,Chakardoi,,,1,during 
2023,3,Cinereous Tit,Chakardoi,,,,during 
2023,3,Bengal Bushlark,Chakardoi,,,2,during 
2023,3,Common Tailorbird,Chakardoi,,,,during 
2023,3,Plain Prinia,Chakardoi,,,,during 
2023,3,Zitting Cisticola,Chakardoi,,,,during 
2023,3,Thick-billed Warbler,Chakardoi,,,2,during 
2023,3,Blyth's Reed Warbler,Chakardoi,,,,during 
2023,3,Spotted Bush Warbler,Chakardoi,,,,during 
2023,3,Striated Grassbird,Chakardoi,,,15,during 
2023,3,Gray-throated Martin,Chakardoi,,,40,during 
2023,3,Bank Swallow,Chakardoi,,,50,during 
2023,3,Pale Martin,Chakardoi,,,,during 
2023,3,Barn Swallow,Chakardoi,,,1000,during 
2023,3,Red-vented Bulbul,Chakardoi,,,,during 
2023,3,Dusky Warbler,Chakardoi,,,1,during 
2023,3,Indian Pied Starling,Chakardoi,,,40,during 
2023,3,Chestnut-tailed Starling,Chakardoi,,,150,during 
2023,3,Common Myna,Chakardoi,,,50,during 
2023,3,Jungle Myna,Chakardoi,,,30,during 
2023,3,Great Myna,Chakardoi,,,4,during 
2023,3,Black-throated Thrush,Chakardoi,,,,during 
2023,3,Oriental Magpie-Robin,Chakardoi,,,,during 
2023,3,Siberian Rubythroat,Chakardoi,,,,during 
2023,3,Taiga Flycatcher,Chakardoi,,,,during 
2023,3,Siberian Stonechat,Chakardoi,,,6,during 
2023,3,Baya Weaver,Chakardoi,,,,during 
2023,3,Scaly-breasted Munia,Chakardoi,,,,during 
2023,3,House Sparrow,Chakardoi,,,,during 
2023,3,Eurasian Tree Sparrow,Chakardoi,,,,during 
2023,3,Citrine Wagtail,Chakardoi,,,500,during 
2023,3,White Wagtail,Chakardoi,,,2,during 
2023,3,Richard's Pipit,Chakardoi,,,,during 
2023,3,Paddyfield Pipit,Chakardoi,,,10,during 
2023,3,Rosy Pipit,Chakardoi,,,300,during 
2023,4,Fulvous Whistling-Duck,Azara ,,,15,after 
2023,4,Lesser Whistling-Duck,Azara ,,,10,after 
2023,4,Bar-headed Goose,Azara ,,,,after 
2023,4,Graylag Goose,Azara ,,,,after 
2023,4,Ruddy Shelduck,Azara ,,,,after 
2023,4,Cotton Pygmy-Goose,Azara ,,,,after 
2023,4,Garganey,Azara ,,,,after 
2023,4,Northern Shoveler,Azara ,,,,after 
2023,4,Gadwall,Azara ,,,,after 
2023,4,Indian Spot-billed Duck,Azara ,,,,after 
2023,4,Eurasian Wigeon,Azara ,,,,after 
2023,4,Mallard,Azara ,,,,after 
2023,4,Northern Pintail,Azara ,,,,after 
2023,4,Red-crested Pochard,Azara ,,,,after 
2023,4,Common Pochard,Azara ,,,,after 
2023,4,Ferruginous Duck,Azara ,,,,after 
2023,4,Tufted Duck,Azara ,,,,after 
2023,4,goose sp.,Azara ,,,1,after 
2023,4,duck sp.,Azara ,,,,after 
2023,4,Little Grebe,Azara ,,,,after 
2023,4,Rock Pigeon,Azara ,,,,after 
2023,4,Spotted Dove,Azara ,,,1,after 
2023,4,Yellow-footed Green-Pigeon,Azara ,,,,after 
2023,4,Common Hawk-Cuckoo,Azara ,,,,after 
2023,4,Plaintive Cuckoo,Azara ,,,,after 
2023,4,Asian Palm Swift,Azara ,,,,after 
2023,4,Eurasian Moorhen,Azara ,,,,after 
2023,4,Eurasian Coot,Azara ,,,,after 
2023,4,Gray-headed Swamphen,Azara ,,,,after 
2023,4,Watercock,Azara ,,,,after 
2023,4,White-breasted Waterhen,Azara ,,,,after 
2023,4,Black-winged Stilt,Azara ,,,150,after 
2023,4,Northern Lapwing,Azara ,,,,after 
2023,4,Gray-headed Lapwing,Azara ,,,2,after 
2023,4,Red-wattled Lapwing,Azara ,,,5,after 
2023,4,Little Ringed Plover,Azara ,,,,after 
2023,4,Pheasant-tailed Jacana,Azara ,,,,after 
2023,4,Bronze-winged Jacana,Azara ,,,,after 
2023,4,Temminck's Stint,Azara ,,,,after 
2023,4,Common Snipe,Azara ,,,,after 
2023,4,Common Sandpiper,Azara ,,,,after 
2023,4,Green Sandpiper,Azara ,,,1,after 
2023,4,Common Greenshank,Azara ,,,,after 
2023,4,Marsh Sandpiper,Azara ,,,,after 
2023,4,Wood Sandpiper,Azara ,,,,after 
2023,4,Common Redshank,Azara ,,,,after 
2023,4,Brown-headed Gull,Azara ,,,,after 
2023,4,Asian Openbill,Azara ,,,,after 
2023,4,Lesser Adjutant,Azara ,,,,after 
2023,4,Greater Adjutant,Azara ,,,,after 
2023,4,Oriental Darter,Azara ,,,,after 
2023,4,Little Cormorant,Azara ,,,,after 
2023,4,Great Cormorant,Azara ,,,,after 
2023,4,Yellow Bittern,Azara ,,,,after 
2023,4,Gray Heron,Azara ,,,,after 
2023,4,Purple Heron,Azara ,,,,after 
2023,4,Great Egret,Azara ,,,,after 
2023,4,Medium Egret,Azara ,,,,after 
2023,4,Little Egret,Azara ,,,,after 
2023,4,Eastern Cattle Egret,Azara ,,,,after 
2023,4,Indian Pond-Heron,Azara ,,,,after 
2023,4,Glossy Ibis,Azara ,,,,after 
2023,4,Booted Eagle,Azara ,,,,after 
2023,4,Shikra,Azara ,,,1,after 
2023,4,Black Kite,Azara ,,,55,after 
2023,4,Common Buzzard,Azara ,,,,after 
2023,4,Spotted Owlet,Azara ,,,,after 
2023,4,Eurasian Hoopoe,Azara ,,,4,after 
2023,4,Stork-billed Kingfisher,Azara ,,,,after 
2023,4,White-throated Kingfisher,Azara ,,,1,after 
2023,4,Indochinese Roller,Azara ,,,,after 
2023,4,Blue-throated Barbet,Azara ,,,,after 
2023,4,Fulvous-breasted Woodpecker,Azara ,,,,after 
2023,4,Rose-ringed Parakeet,Azara ,,,3,after 
2023,4,Black-hooded Oriole,Azara ,,,,after 
2023,4,Ashy Woodswallow,Azara ,,,,after 
2023,4,Black Drongo,Azara ,,,5,after 
2023,4,Brown Shrike,Azara ,,,,after 
2023,4,Long-tailed Shrike,Azara ,,,1,after 
2023,4,Gray-backed Shrike,Azara ,,,,after 
2023,4,House Crow,Azara ,,,4,after 
2023,4,Large-billed Crow,Azara ,,,,after 
2023,4,Cinereous Tit,Azara ,,,3,after 
2023,4,Bengal Bushlark,Azara ,,,11,after 
2023,4,Common Tailorbird,Azara ,,,2,after 
2023,4,Plain Prinia,Azara ,,,8,after 
2023,4,Zitting Cisticola,Azara ,,,2,after 
2023,4,Thick-billed Warbler,Azara ,,,1,after 
2023,4,Blyth's Reed Warbler,Azara ,,,2,after 
2023,4,Pallas's Grasshopper Warbler,Azara ,,,5,after 
2023,4,Striated Grassbird,Azara ,,,3,after 
2023,4,Gray-throated Martin,Azara ,,,,after 
2023,4,Bank Swallow,Azara ,,,3,after 
2023,4,Barn Swallow,Azara ,,,20,after 
2023,4,Red-vented Bulbul,Azara ,,,5,after 
2023,4,Dusky Warbler,Azara ,,,3,after 
2023,4,Jungle Babbler,Azara ,,,,after 
2023,4,European Starling,Azara ,,,,after 
2023,4,Indian Pied Starling,Azara ,,,15,after 
2023,4,Chestnut-tailed Starling,Azara ,,,2,after 
2023,4,Common Myna,Azara ,,,27,after 
2023,4,Jungle Myna,Azara ,,,,after 
2023,4,Bank Myna,Azara ,,,,after 
2023,4,Great Myna,Azara ,,,1,after 
2023,4,Oriental Magpie-Robin,Azara ,,,2,after 
2023,4,Siberian Rubythroat,Azara ,,,1,after 
2023,4,Taiga Flycatcher,Azara ,,,,after 
2023,4,Blue Rock-Thrush,Azara ,,,,after 
2023,4,Siberian Stonechat,Azara ,,,9,after 
2023,4,Pied Bushchat,Azara ,,,,after 
2023,4,Purple Sunbird,Azara ,,,1,after 
2023,4,Scaly-breasted Munia,Azara ,,,15,after 
2023,4,Chestnut Munia,Azara ,,,5,after 
2023,4,House Sparrow,Azara ,,,11,after 
2023,4,Eurasian Tree Sparrow,Azara ,,,,after 
2023,4,Citrine Wagtail,Azara ,,,4,after 
2023,4,White Wagtail,Azara ,,,1,after 
2023,4,Richard's Pipit,Azara ,,,3,after 
2023,4,Paddyfield Pipit,Azara ,,,6,after 
2023,4,Rosy Pipit,Azara ,,,4,after 
2023,4,Fulvous Whistling-Duck,Dharapur ,,,94,after 
2023,4,Lesser Whistling-Duck,Dharapur ,,,185,after 
2023,4,Bar-headed Goose,Dharapur ,,,1,after 
2023,4,Graylag Goose,Dharapur ,,,32,after 
2023,4,Ruddy Shelduck,Dharapur ,,,5,after 
2023,4,Cotton Pygmy-Goose,Dharapur ,,,,after 
2023,4,Garganey,Dharapur ,,,,after 
2023,4,Northern Shoveler,Dharapur ,,,,after 
2023,4,Gadwall,Dharapur ,,,95,after 
2023,4,Indian Spot-billed Duck,Dharapur ,,,,after 
2023,4,Eurasian Wigeon,Dharapur ,,,2,after 
2023,4,Mallard,Dharapur ,,,2,after 
2023,4,Northern Pintail,Dharapur ,,,178,after 
2023,4,Red-crested Pochard,Dharapur ,,,162,after 
2023,4,Common Pochard,Dharapur ,,,5,after 
2023,4,Ferruginous Duck,Dharapur ,,,5,after 
2023,4,Tufted Duck,Dharapur ,,,,after 
2023,4,goose sp.,Dharapur ,,,,after 
2023,4,duck sp.,Dharapur ,,,,after 
2023,4,Little Grebe,Dharapur ,,,37,after 
2023,4,Rock Pigeon,Dharapur ,,,,after 
2023,4,Spotted Dove,Dharapur ,,,6,after 
2023,4,Yellow-footed Green-Pigeon,Dharapur ,,,,after 
2023,4,Common Hawk-Cuckoo,Dharapur ,,,,after 
2023,4,Plaintive Cuckoo,Dharapur ,,,,after 
2023,4,Asian Palm Swift,Dharapur ,,,,after 
2023,4,Eurasian Moorhen,Dharapur ,,,5,after 
2023,4,Eurasian Coot,Dharapur ,,,235,after 
2023,4,Gray-headed Swamphen,Dharapur ,,,12,after 
2023,4,Watercock,Dharapur ,,,,after 
2023,4,White-breasted Waterhen,Dharapur ,,,,after 
2023,4,Black-winged Stilt,Dharapur ,,,,after 
2023,4,Northern Lapwing,Dharapur ,,,18,after 
2023,4,Gray-headed Lapwing,Dharapur ,,,1,after 
2023,4,Red-wattled Lapwing,Dharapur ,,,,after 
2023,4,Little Ringed Plover,Dharapur ,,,2,after 
2023,4,Pheasant-tailed Jacana,Dharapur ,,,32,after 
2023,4,Bronze-winged Jacana,Dharapur ,,,5,after 
2023,4,Temminck's Stint,Dharapur ,,,4,after 
2023,4,Common Snipe,Dharapur ,,,3,after 
2023,4,Common Sandpiper,Dharapur ,,,,after 
2023,4,Green Sandpiper,Dharapur ,,,,after 
2023,4,Common Greenshank,Dharapur ,,,,after 
2023,4,Marsh Sandpiper,Dharapur ,,,,after 
2023,4,Wood Sandpiper,Dharapur ,,,9,after 
2023,4,Common Redshank,Dharapur ,,,,after 
2023,4,Brown-headed Gull,Dharapur ,,,,after 
2023,4,Asian Openbill,Dharapur ,,,6,after 
2023,4,Lesser Adjutant,Dharapur ,,,2,after 
2023,4,Greater Adjutant,Dharapur ,,,5,after 
2023,4,Oriental Darter,Dharapur ,,,,after 
2023,4,Little Cormorant,Dharapur ,,,3,after 
2023,4,Great Cormorant,Dharapur ,,,17,after 
2023,4,Yellow Bittern,Dharapur ,,,,after 
2023,4,Gray Heron,Dharapur ,,,,after 
2023,4,Purple Heron,Dharapur ,,,2,after 
2023,4,Great Egret,Dharapur ,,,5,after 
2023,4,Medium Egret,Dharapur ,,,,after 
2023,4,Little Egret,Dharapur ,,,1,after 
2023,4,Eastern Cattle Egret,Dharapur ,,,,after 
2023,4,Indian Pond-Heron,Dharapur ,,,45,after 
2023,4,Glossy Ibis,Dharapur ,,,114,after 
2023,4,Booted Eagle,Dharapur ,,,1,after 
2023,4,Shikra,Dharapur ,,,,after 
2023,4,Black Kite,Dharapur ,,,4,after 
2023,4,Common Buzzard,Dharapur ,,,,after 
2023,4,Spotted Owlet,Dharapur ,,,,after 
2023,4,Eurasian Hoopoe,Dharapur ,,,,after 
2023,4,Stork-billed Kingfisher,Dharapur ,,,,after 
2023,4,White-throated Kingfisher,Dharapur ,,,4,after 
2023,4,Indochinese Roller,Dharapur ,,,,after 
2023,4,Blue-throated Barbet,Dharapur ,,,,after 
2023,4,Fulvous-breasted Woodpecker,Dharapur ,,,,after 
2023,4,Rose-ringed Parakeet,Dharapur ,,,,after 
2023,4,Black-hooded Oriole,Dharapur ,,,,after 
2023,4,Ashy Woodswallow,Dharapur ,,,,after 
2023,4,Black Drongo,Dharapur ,,,4,after 
2023,4,Brown Shrike,Dharapur ,,,,after 
2023,4,Long-tailed Shrike,Dharapur ,,,,after 
2023,4,Gray-backed Shrike,Dharapur ,,,,after 
2023,4,House Crow,Dharapur ,,,7,after 
2023,4,Large-billed Crow,Dharapur ,,,7,after 
2023,4,Cinereous Tit,Dharapur ,,,,after 
2023,4,Bengal Bushlark,Dharapur ,,,,after 
2023,4,Common Tailorbird,Dharapur ,,,,after 
2023,4,Plain Prinia,Dharapur ,,,,after 
2023,4,Zitting Cisticola,Dharapur ,,,,after 
2023,4,Thick-billed Warbler,Dharapur ,,,,after 
2023,4,Blyth's Reed Warbler,Dharapur ,,,,after 
2023,4,Pallas's Grasshopper Warbler,Dharapur ,,,,after 
2023,4,Striated Grassbird,Dharapur ,,,6,after 
2023,4,Gray-throated Martin,Dharapur ,,,1,after 
2023,4,Bank Swallow,Dharapur ,,,2,after 
2023,4,Barn Swallow,Dharapur ,,,52,after 
2023,4,Red-vented Bulbul,Dharapur ,,,,after 
2023,4,Dusky Warbler,Dharapur ,,,2,after 
2023,4,Jungle Babbler,Dharapur ,,,,after 
2023,4,European Starling,Dharapur ,,,2,after 
2023,4,Indian Pied Starling,Dharapur ,,,32,after 
2023,4,Chestnut-tailed Starling,Dharapur ,,,7,after 
2023,4,Common Myna,Dharapur ,,,2,after 
2023,4,Jungle Myna,Dharapur ,,,,after 
2023,4,Bank Myna,Dharapur ,,,31,after 
2023,4,Great Myna,Dharapur ,,,,after 
2023,4,Oriental Magpie-Robin,Dharapur ,,,1,after 
2023,4,Siberian Rubythroat,Dharapur ,,,,after 
2023,4,Taiga Flycatcher,Dharapur ,,,,after 
2023,4,Blue Rock-Thrush,Dharapur ,,,,after 
2023,4,Siberian Stonechat,Dharapur ,,,2,after 
2023,4,Pied Bushchat,Dharapur ,,,1,after 
2023,4,Purple Sunbird,Dharapur ,,,,after 
2023,4,Scaly-breasted Munia,Dharapur ,,,,after 
2023,4,Chestnut Munia,Dharapur ,,,,after 
2023,4,House Sparrow,Dharapur ,,,,after 
2023,4,Eurasian Tree Sparrow,Dharapur ,,,,after 
2023,4,Citrine Wagtail,Dharapur ,,,75,after 
2023,4,White Wagtail,Dharapur ,,,,after 
2023,4,Richard's Pipit,Dharapur ,,,,after 
2023,4,Paddyfield Pipit,Dharapur ,,,2,after 
2023,4,Rosy Pipit,Dharapur ,,,5,after 
2023,4,Fulvous Whistling-Duck,Jalukbari ,,,9,after 
2023,4,Lesser Whistling-Duck,Jalukbari ,,,45,after 
2023,4,Bar-headed Goose,Jalukbari ,,,,after 
2023,4,Graylag Goose,Jalukbari ,,,17,after 
2023,4,Ruddy Shelduck,Jalukbari ,,,,after 
2023,4,Cotton Pygmy-Goose,Jalukbari ,,,25,after 
2023,4,Garganey,Jalukbari ,,,,after 
2023,4,Northern Shoveler,Jalukbari ,,,,after 
2023,4,Gadwall,Jalukbari ,,,55,after 
2023,4,Indian Spot-billed Duck,Jalukbari ,,,,after 
2023,4,Eurasian Wigeon,Jalukbari ,,,,after 
2023,4,Mallard,Jalukbari ,,,,after 
2023,4,Northern Pintail,Jalukbari ,,,,after 
2023,4,Red-crested Pochard,Jalukbari ,,,,after 
2023,4,Common Pochard,Jalukbari ,,,,after 
2023,4,Ferruginous Duck,Jalukbari ,,,200,after 
2023,4,Tufted Duck,Jalukbari ,,,,after 
2023,4,goose sp.,Jalukbari ,,,,after 
2023,4,duck sp.,Jalukbari ,,,,after 
2023,4,Little Grebe,Jalukbari ,,,11,after 
2023,4,Rock Pigeon,Jalukbari ,,,,after 
2023,4,Spotted Dove,Jalukbari ,,,11,after 
2023,4,Yellow-footed Green-Pigeon,Jalukbari ,,,9,after 
2023,4,Common Hawk-Cuckoo,Jalukbari ,,,1,after 
2023,4,Plaintive Cuckoo,Jalukbari ,,,,after 
